pop,tr,plantID,year,area,log_size,surv,log_size_t0,growth
TopUpper,1,760,2024,103.68140899333463,4.641322822339311,1,4.567753089876627,0.07356973246268428
TopUpper,1,760,2025,102.68140899333463,4.631631078087742,1,4.641322822339311,-0.009691744251568934
TopUpper,1,762,2023,98.68140899333463,4.591896569967557,1,4.138541316377498,0.45335525359005935
TopUpper,1,762,2024,99.68140899333463,4.601979190105119,1,4.591896569967557,0.010082620137562337
TopUpper,1,762,2025,99.25220532012952,4.597664139170614,1,4.601979190105119,-0.004315050934505571
TopUpper,1,763,2023,63.19468613064179,4.146220217406508,1,4.105856151080803,0.04036406632570522
TopUpper,1,763,2024,71.04866776461628,4.26336510369337,1,4.146220217406508,0.11714488628686137
TopUpper,1,763,2025,72.04866776461628,4.277341831845938,1,4.26336510369337,0.013976728152568008
TopUpper,1,764,2023,34.20353755551324,3.5323290760150003,1,3.4698754862864525,0.062453589728547865
TopUpper,1,764,2024,37.27433388230814,3.618304990130512,1,3.5323290760150003,0.08597591411551164
TopUpper,1,764,2025,34.70353755551324,3.5468416286013493,1,3.618304990130512,-0.07146336152916266
TopUpper,1,765,2023,639.3141050055228,6.46039589073205,1,4.055165074483498,2.405230816248552
TopUpper,1,765,2024,250.54201412378598,5.523626627514354,1,6.46039589073205,-0.9367692632176956
TopUpper,1,765,2025,16.63716694115407,2.8116391649576147,1,5.523626627514354,-2.7119874625567397
TopUpper,1,766,2023,22.27875959474386,3.103633740023793,1,2.897963255045375,0.20567048497841833
